"제품코드","제품명","지시번호","설비코드","설비명","작업실코드","작업실명","공정코드","공정명","공정시작시간","공정종료시간","작업자","작업방법","설비가동시간","설비종료시간","충전투입일"
"BOXBLHN","OX바디로션(히노끼)","W26050437W10","OL11004","유상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-21 08:57:00,2026-05-21 09:39:00,"LCCUser","40분간 교반 용해",2026-05-21 08:57:00,2026-05-21 09:38:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050437W10","GX12002","검믹서 4호","1-R004","유화 배합실","C02","용해",2026-05-21 08:57:00,2026-05-21 09:39:00,"LCCUser","30분간 교반 용해",2026-05-21 08:57:00,2026-05-21 09:39:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050437W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 09:39:00,2026-05-21 10:51:00,"LCCUser","12분 교반",2026-05-21 09:41:20,2026-05-21 09:53:20,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050437W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 09:39:00,2026-05-21 10:51:00,"LCCUser","3분 교반",2026-05-21 09:56:27,2026-05-21 09:59:28,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050437W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 09:39:00,2026-05-21 10:51:00,"LCCUser","5분 교반",2026-05-21 10:00:15,2026-05-21 10:05:16,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050437W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 09:39:00,2026-05-21 10:51:00,"LCCUser","3분 교반",2026-05-21 10:33:07,2026-05-21 10:36:08,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050438W10","AQ10004","수상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-21 11:43:00,2026-05-21 12:33:00,"LCCUser","40분간 교반 용해",2026-05-21 11:43:00,2026-05-21 12:33:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050438W10","OL11004","유상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-21 11:43:00,2026-05-21 12:33:00,"LCCUser","40분간 교반 용해",2026-05-21 11:43:00,2026-05-21 12:33:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050438W10","GX12002","검믹서 4호","1-R004","유화 배합실","C02","용해",2026-05-21 11:43:00,2026-05-21 12:33:00,"LCCUser","30분간 교반 용해",2026-05-21 11:43:00,2026-05-21 12:33:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050438W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 12:33:00,2026-05-21 13:40:00,"LCCUser","12분 교반",2026-05-21 12:38:54,2026-05-21 12:50:54,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050438W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 12:33:00,2026-05-21 13:40:00,"LCCUser","3분 교반",2026-05-21 12:53:38,2026-05-21 12:56:38,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050438W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 12:33:00,2026-05-21 13:40:00,"LCCUser","5분 교반",2026-05-21 12:57:18,2026-05-21 13:02:19,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050438W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 12:33:00,2026-05-21 13:40:00,"LCCUser","3분 교반",2026-05-21 13:26:12,2026-05-21 13:29:11,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050483W10","AQ10004","수상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-22 11:23:00,2026-05-22 13:52:00,"LCCUser","40분간 교반 용해",2026-05-22 12:33:00,2026-05-22 13:52:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050483W10","OL11004","유상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-22 11:23:00,2026-05-22 13:52:00,"LCCUser","40분간 교반 용해",2026-05-22 12:33:00,2026-05-22 13:52:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050483W10","GX12002","검믹서 4호","1-R004","유화 배합실","C02","용해",2026-05-22 11:23:00,2026-05-22 13:52:00,"LCCUser","30분간 교반 용해",2026-05-22 12:33:00,2026-05-22 13:52:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050483W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 13:52:00,2026-05-22 15:01:00,"LCCUser","12분 교반",2026-05-22 13:59:08,2026-05-22 14:11:07,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050483W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 13:52:00,2026-05-22 15:01:00,"LCCUser","3분 교반",2026-05-22 14:14:46,2026-05-22 14:17:46,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050483W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 13:52:00,2026-05-22 15:01:00,"LCCUser","3분 교반",2026-05-22 14:55:30,2026-05-22 14:58:29,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050483W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 13:52:00,2026-05-22 15:01:00,"LCCUser","5분 교반",2026-05-22 14:18:33,2026-05-22 14:23:33,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050482W10","AQ10004","수상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-22 08:49:00,2026-05-22 09:32:00,"LCCUser","40분간 교반 용해",2026-05-22 08:49:00,2026-05-22 09:32:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050482W10","OL11004","유상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-22 08:49:00,2026-05-22 09:32:00,"LCCUser","40분간 교반 용해",2026-05-22 08:49:00,2026-05-22 09:32:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050482W10","GX12002","검믹서 4호","1-R004","유화 배합실","C02","용해",2026-05-22 08:49:00,2026-05-22 09:32:00,"LCCUser","30분간 교반 용해",2026-05-22 08:49:00,2026-05-22 09:32:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050482W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:32:00,2026-05-22 10:35:00,"LCCUser","12분 교반",2026-05-22 09:38:19,2026-05-22 09:50:19,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050482W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:32:00,2026-05-22 10:35:00,"LCCUser","3분 교반",2026-05-22 09:53:28,2026-05-22 09:56:29,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050482W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:32:00,2026-05-22 10:35:00,"LCCUser","5분 교반",2026-05-22 09:57:32,2026-05-22 10:02:32,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050482W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:32:00,2026-05-22 10:35:00,"LCCUser","3분 교반",2026-05-22 10:24:34,2026-05-22 10:27:33,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050439W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 14:27:00,2026-05-21 15:42:00,"LCCUser","12분 교반",2026-05-21 14:39:05,2026-05-21 14:51:05,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050439W10","OL11004","유상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-21 13:38:00,2026-05-21 14:26:00,"LCCUser","40분간 교반 용해",2026-05-21 13:39:00,2026-05-21 14:26:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050439W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 14:27:00,2026-05-21 15:42:00,"LCCUser","3분 교반",2026-05-21 14:54:06,2026-05-21 14:57:05,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050439W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 14:27:00,2026-05-21 15:42:00,"LCCUser","5분 교반",2026-05-21 14:57:43,2026-05-21 15:02:44,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050439W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-21 14:27:00,2026-05-21 15:42:00,"LCCUser","3분 교반",2026-05-21 15:24:16,2026-05-21 15:27:16,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050439W10","AQ10004","수상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-21 13:38:00,2026-05-21 14:26:00,"LCCUser","40분간 교반 용해",2026-05-21 13:38:00,2026-05-21 14:26:00,2026-05-26 00:00:00
"BOXBLHN","OX바디로션(히노끼)","W26050439W10","GX12002","검믹서 4호","1-R004","유화 배합실","C02","용해",2026-05-21 13:38:00,2026-05-21 14:26:00,"LCCUser","30분간 교반 용해",2026-05-21 13:39:00,2026-05-21 14:26:00,2026-05-26 00:00:00
"BMFG16","OX몽글비누(포도,공용)","W26050486W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:21:00,2026-05-22 11:37:00,"LCCUser","20분 교반",2026-05-22 10:21:00,2026-05-22 10:57:58,2026-05-26 00:00:00
"BMFG16","OX몽글비누(포도,공용)","W26050486W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:21:00,2026-05-22 11:37:00,"LCCUser","5분 교반",2026-05-22 10:58:01,2026-05-22 11:06:14,2026-05-26 00:00:00
"BMFG16","OX몽글비누(포도,공용)","W26050486W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:21:00,2026-05-22 11:37:00,"LCCUser","5분 교반",2026-05-22 11:28:45,2026-05-22 11:36:12,2026-05-26 00:00:00
"BMFG16","OX몽글비누(포도,공용)","W26050486W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:21:00,2026-05-22 11:37:00,"LCCUser","20분 교반",2026-05-22 11:06:16,2026-05-22 11:28:27,2026-05-26 00:00:00
"BOCFHW16","UX거품비누","W26050247W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 16:34:00,2026-05-14 17:45:00,"LCCUser","5분 교반",2026-05-14 17:02:00,2026-05-14 17:07:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050247W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 16:34:00,2026-05-14 17:45:00,"LCCUser","10분 교반",2026-05-14 17:07:00,2026-05-14 17:19:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050247W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 16:34:00,2026-05-14 17:45:00,"LCCUser","10분 교반",2026-05-14 17:19:00,2026-05-14 17:29:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050247W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 16:34:00,2026-05-14 17:45:00,"LCCUser","15분 교반",2026-05-14 17:29:00,2026-05-14 17:45:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050247W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-14 16:05:00,2026-05-14 17:18:00,"LCCUser","30분  교반 (완전 용해 확인)",2026-05-14 16:05:00,2026-05-14 17:18:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050247W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 16:34:00,2026-05-14 17:45:00,"LCCUser","20분 교반",2026-05-14 16:34:00,2026-05-14 17:02:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050246W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-14 10:47:00,2026-05-14 11:36:00,"LCCUser","30분  교반 (완전 용해 확인)",2026-05-14 11:06:00,2026-05-14 11:36:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050246W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 10:47:00,2026-05-14 12:08:00,"LCCUser","20분 교반",2026-05-14 10:47:00,2026-05-14 11:08:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050246W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 10:47:00,2026-05-14 12:08:00,"LCCUser","5분 교반",2026-05-14 11:08:00,2026-05-14 11:27:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050246W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 10:47:00,2026-05-14 12:08:00,"LCCUser","10분 교반",2026-05-14 11:27:00,2026-05-14 11:42:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050246W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 10:47:00,2026-05-14 12:08:00,"LCCUser","10분 교반",2026-05-14 11:42:00,2026-05-14 11:52:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050246W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-14 10:47:00,2026-05-14 12:08:00,"LCCUser","15분 교반",2026-05-14 11:52:00,2026-05-14 12:08:00,2026-05-18 00:00:00
"BMFL16","OX몽글비누(레몬,공용)","W26050301W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:45:00,2026-05-18 11:23:00,"LCCUser","20분 교반",2026-05-18 10:50:33,2026-05-18 11:11:15,2026-05-20 00:00:00
"BMFL16","OX몽글비누(레몬,공용)","W26050301W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:45:00,2026-05-18 11:23:00,"LCCUser","5분 교반",2026-05-18 11:11:19,2026-05-18 11:23:36,2026-05-20 00:00:00
"BMFL16","OX몽글비누(레몬,공용)","W26050301W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:45:00,2026-05-18 11:23:00,"LCCUser","5분 교반",2026-05-18 10:44:03,2026-05-18 10:50:22,2026-05-20 00:00:00
"BMFL16","OX몽글비누(레몬,공용)","W26050301W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:45:00,2026-05-18 11:23:00,"LCCUser","20분 교반",2026-05-18 09:45:00,2026-05-18 10:43:58,2026-05-20 00:00:00
"BKSRA16","OX샴푸앤린스(공용)","W26050347W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-19 09:52:00,2026-05-19 11:55:00,"LCCUser","10분 교반",2026-05-19 10:18:00,2026-05-19 11:03:30,2026-05-21 00:00:00
"BKSRA16","OX샴푸앤린스(공용)","W26050347W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-19 09:52:00,2026-05-19 11:55:00,"LCCUser","10분 교반",2026-05-19 11:03:34,2026-05-19 11:18:28,2026-05-21 00:00:00
"BKSRA16","OX샴푸앤린스(공용)","W26050347W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-19 09:52:00,2026-05-19 11:55:00,"LCCUser","15분 교반",2026-05-19 11:38:14,2026-05-19 11:55:06,2026-05-21 00:00:00
"BKSRA16","OX샴푸앤린스(공용)","W26050347W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-19 09:52:00,2026-05-19 11:55:00,"LCCUser","5분 교반",2026-05-19 11:18:31,2026-05-19 11:38:11,2026-05-21 00:00:00
"BKSRA16","OX샴푸앤린스(공용)","W26050348W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-19 15:15:00,2026-05-19 16:40:00,"LCCUser","10분 교반",2026-05-19 15:25:00,2026-05-19 15:55:18,2026-05-21 00:00:00
"BKSRA16","OX샴푸앤린스(공용)","W26050348W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-19 15:15:00,2026-05-19 16:40:00,"LCCUser","10분 교반",2026-05-19 15:55:21,2026-05-19 16:07:19,2026-05-21 00:00:00
"BKSRA16","OX샴푸앤린스(공용)","W26050348W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-19 15:15:00,2026-05-19 16:40:00,"LCCUser","5분 교반",2026-05-19 16:07:23,2026-05-19 16:25:02,2026-05-21 00:00:00
"BKSRA16","OX샴푸앤린스(공용)","W26050348W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-19 15:15:00,2026-05-19 16:40:00,"LCCUser","15분 교반",2026-05-19 16:25:05,2026-05-19 16:40:42,2026-05-21 00:00:00
"BOXBWB","OX바디워시(바질)","W26050186W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-13 09:39:00,2026-05-13 10:54:00,"LCCUser","10분 교반",2026-05-13 10:04:00,2026-05-13 10:20:21,2026-05-15 00:00:00
"BOXBWB","OX바디워시(바질)","W26050186W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-13 09:39:00,2026-05-13 10:54:00,"LCCUser","10분 교반",2026-05-13 10:20:00,2026-05-13 10:31:52,2026-05-15 00:00:00
"BOXBWB","OX바디워시(바질)","W26050186W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-13 09:39:00,2026-05-13 10:54:00,"LCCUser","20분 교반",2026-05-13 10:32:00,2026-05-13 10:53:50,2026-05-15 00:00:00
"BAKLHWC","랩신레몬비누(중국)","W26050245W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-14 14:10:00,2026-05-14 15:58:00,"LCCUser","20분 교반",2026-05-14 14:10:00,2026-05-14 14:51:00,2026-05-18 00:00:00
"BAKLHWC","랩신레몬비누(중국)","W26050245W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-14 14:10:00,2026-05-14 15:58:00,"LCCUser","20분 교반",2026-05-14 14:52:00,2026-05-14 15:15:00,2026-05-18 00:00:00
"BAKLHWC","랩신레몬비누(중국)","W26050245W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-14 14:10:00,2026-05-14 15:58:00,"LCCUser","20분 교반",2026-05-14 15:15:00,2026-05-14 15:38:17,2026-05-18 00:00:00
"BAKLHWC","랩신레몬비누(중국)","W26050245W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-14 14:10:00,2026-05-14 15:58:00,"LCCUser","5분 교반",2026-05-14 15:38:30,2026-05-14 15:43:51,2026-05-18 00:00:00
"BAKLHWC","랩신레몬비누(중국)","W26050245W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-14 14:10:00,2026-05-14 15:58:00,"LCCUser","5분 교반",2026-05-14 15:44:02,2026-05-14 15:52:00,2026-05-18 00:00:00
"BAKLHWC","랩신레몬비누(중국)","W26050245W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-14 14:10:00,2026-05-14 15:58:00,"LCCUser","5분 교반",2026-05-14 15:53:00,2026-05-14 15:58:00,2026-05-18 00:00:00
"BOCFHW16","UX거품비누","W26050342W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-19 09:12:00,2026-05-19 10:21:00,"LCCUser","30분  교반 (완전 용해 확인)",2026-05-19 09:12:00,2026-05-19 10:21:00,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050342W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 09:12:00,2026-05-19 10:39:00,"LCCUser","20분 교반",2026-05-19 09:12:00,2026-05-19 09:39:58,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050342W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 09:12:00,2026-05-19 10:39:00,"LCCUser","5분 교반",2026-05-19 09:40:03,2026-05-19 09:45:43,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050342W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 09:12:00,2026-05-19 10:39:00,"LCCUser","10분 교반",2026-05-19 09:45:47,2026-05-19 10:11:17,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050342W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 09:12:00,2026-05-19 10:39:00,"LCCUser","10분 교반",2026-05-19 10:11:21,2026-05-19 10:22:25,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050342W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 09:12:00,2026-05-19 10:39:00,"LCCUser","15분 교반",2026-05-19 10:22:28,2026-05-19 10:39:14,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050343W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-19 11:32:00,2026-05-19 12:34:00,"LCCUser","30분  교반 (완전 용해 확인)",2026-05-19 11:38:00,2026-05-19 12:34:00,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050343W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 11:38:00,2026-05-19 13:48:00,"LCCUser","20분 교반",2026-05-19 11:46:00,2026-05-19 12:13:47,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050343W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 11:38:00,2026-05-19 13:48:00,"LCCUser","5분 교반",2026-05-19 12:13:51,2026-05-19 12:33:17,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050343W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 11:38:00,2026-05-19 13:48:00,"LCCUser","10분 교반",2026-05-19 12:33:22,2026-05-19 13:03:21,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050343W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 11:38:00,2026-05-19 13:48:00,"LCCUser","10분 교반",2026-05-19 13:03:32,2026-05-19 13:30:56,2026-05-20 00:00:00
"BOCFHW16","UX거품비누","W26050343W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-19 11:38:00,2026-05-19 13:48:00,"LCCUser","15분 교반",2026-05-19 13:30:59,2026-05-19 13:48:40,2026-05-20 00:00:00
"BMFL16","OX몽글비누(레몬,공용)","W26050303W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 13:49:00,2026-05-18 15:04:00,"LCCUser","20분 교반",2026-05-18 13:49:00,2026-05-18 14:24:50,2026-05-22 00:00:00
"BMFL16","OX몽글비누(레몬,공용)","W26050303W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 13:49:00,2026-05-18 15:04:00,"LCCUser","20분 교반",2026-05-18 14:36:14,2026-05-18 14:57:17,2026-05-22 00:00:00
"BMFL16","OX몽글비누(레몬,공용)","W26050303W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 13:49:00,2026-05-18 15:04:00,"LCCUser","5분 교반",2026-05-18 14:57:21,2026-05-18 15:04:30,2026-05-22 00:00:00
"BMFL16","OX몽글비누(레몬,공용)","W26050303W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 13:49:00,2026-05-18 15:04:00,"LCCUser","5분 교반",2026-05-18 14:24:53,2026-05-18 14:36:10,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050394W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-20 15:29:00,2026-05-20 16:55:00,"LCCUser","20분 교반",2026-05-20 16:30:59,2026-05-20 16:55:20,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050394W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-20 15:27:00,2026-05-20 16:00:00,"LCCUser","20분간  교반 (완전 용해 확인)",2026-05-20 15:27:00,2026-05-20 15:59:00,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050394W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-20 15:29:00,2026-05-20 16:55:00,"LCCUser","20분 교반",2026-05-20 15:32:00,2026-05-20 15:56:46,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050394W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-20 15:29:00,2026-05-20 16:55:00,"LCCUser","20분 교반",2026-05-20 15:56:50,2026-05-20 16:20:11,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050394W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-20 15:29:00,2026-05-20 16:55:00,"LCCUser","10분 교반",2026-05-20 16:20:15,2026-05-20 16:30:56,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050393W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-20 09:42:00,2026-05-20 11:14:00,"LCCUser","20분 교반",2026-05-20 10:12:01,2026-05-20 10:35:01,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050393W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-20 09:42:00,2026-05-20 11:14:00,"LCCUser","20분 교반",2026-05-20 10:50:09,2026-05-20 11:13:40,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050393W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-20 09:42:00,2026-05-20 11:14:00,"LCCUser","10분 교반",2026-05-20 10:35:04,2026-05-20 10:50:06,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050393W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-20 09:39:00,2026-05-20 10:10:00,"LCCUser","20분간  교반 (완전 용해 확인)",2026-05-20 09:39:00,2026-05-20 10:10:00,2026-05-22 00:00:00
"BNBGHW","NB거품비누(포도)","W26050393W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-20 09:42:00,2026-05-20 11:14:00,"LCCUser","20분 교반",2026-05-20 09:42:00,2026-05-20 10:11:58,2026-05-22 00:00:00
"BOXBWH","OX바디워시(히노끼)","W26050187W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-13 14:37:00,2026-05-13 15:24:00,"LCCUser","20분 교반",2026-05-13 15:03:00,2026-05-13 15:24:15,2026-05-15 00:00:00
"BOXBWH","OX바디워시(히노끼)","W26050187W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-13 14:37:00,2026-05-13 15:24:00,"LCCUser","10분 교반",2026-05-13 14:48:00,2026-05-13 15:03:17,2026-05-15 00:00:00
"BOXBWH","OX바디워시(히노끼)","W26050187W10","SP15002","샴푸믹서","1-R004","유화 배합실","C03","M/M",2026-05-13 14:37:00,2026-05-13 15:24:00,"LCCUser","10분 교반",2026-05-13 14:37:00,2026-05-13 14:48:39,2026-05-15 00:00:00
