,WK_DT,PIPE_NO,DV_R,DA_R,AV_R,AA_R,PM_R,FIN_JGMT
20968,20220323150931800,PP22032800019,308,7934,357,6068,9289,1
20969,20220323150931800,PP22032800019,308,7934,357,6068,9288,1
20970,20220323150932000,PP22032800019,311,7934,357,5948,9290,1
20971,20220323150932000,PP22032800019,311,7934,357,5948,9300,1
20972,20220323150932200,PP22032800019,308,7962,364,5975,9301,1
20973,20220323150932200,PP22032800019,308,7962,364,5975,9300,1
20974,20220323150932500,PP22032800019,319,8351,360,5964,9303,1
20975,20220323150932500,PP22032800019,319,8351,360,5964,9317,1
20976,20220323150932700,PP22032800019,320,8312,361,5983,9319,1
20977,20220323150932700,PP22032800019,320,8312,361,5983,9320,1
20978,20220323150932800,PP22032800019,319,8346,359,6049,9324,1
20979,20220323150932800,PP22032800019,319,8346,359,6049,9333,1
20980,20220323150933100,PP22032800019,320,8323,357,6056,9335,1
20981,20220323150933100,PP22032800019,320,8323,357,6056,9330,1
20982,20220323150933300,PP22032800019,320,8295,360,6025,9327,1
20983,20220323150933300,PP22032800019,320,8295,360,6025,9328,1
20984,20220323150933600,PP22032800019,321,8275,361,5992,9329,1
20985,20220323150933600,PP22032800019,321,8275,361,5992,9319,1
20986,20220323150933800,PP22032800019,308,8294,361,5997,9310,1
20987,20220323150933800,PP22032800019,308,8294,361,5997,9308,1
20988,20220323150933900,PP22032800019,319,8324,359,6018,9305,1
20989,20220323150933900,PP22032800019,319,8324,359,6018,9300,1
20990,20220323150934200,PP22032800019,320,8321,360,6046,9295,1
20991,20220323150934200,PP22032800019,320,8321,360,6046,9296,1
20992,20220323150934400,PP22032800019,320,8309,358,6041,9290,1
20993,20220323150934400,PP22032800019,320,8309,358,6041,9285,1
20994,20220323150934600,PP22032800019,321,8296,357,6041,9286,1
20995,20220323150934600,PP22032800019,321,8296,357,6041,9279,1
20996,20220323150934800,PP22032800019,319,8359,365,5948,9276,1
20997,20220323150934800,PP22032800019,319,8359,365,5948,9275,1
20998,20220323150935000,PP22032800019,308,7934,363,5948,9270,1
20999,20220323150935000,PP22032800019,308,7934,363,5948,9270,1
21000,20220323150935200,PP22032800019,308,7934,362,6003,9271,1
21001,20220323150935200,PP22032800019,308,7934,362,6003,9276,1
21002,20220323150935500,PP22032800019,308,7934,359,6038,9280,1
21003,20220323150935500,PP22032800019,308,7934,359,6038,9299,1
21004,20220323150935700,PP22032800019,308,7934,360,5974,9300,1
21005,20220323150935700,PP22032800019,308,7934,360,5974,9321,1
21006,20220323150936000,PP22032800019,308,8332,359,6019,9327,1
21007,20220323150936000,PP22032800019,308,8332,359,6019,9270,1
21008,20220323150936100,PP22032800019,320,8309,362,5973,9270,1
21009,20220323150936100,PP22032800019,320,8309,362,5973,9270,1
21010,20220323150936300,PP22032800019,320,8302,361,5985,9270,1
21011,20220323150936300,PP22032800019,320,8302,361,5985,9270,1
21012,20220323150936600,PP22032800019,320,8286,360,6050,9270,1
21013,20220323150936600,PP22032800019,320,8286,360,6050,9275,1
21014,20220323150936800,PP22032800019,320,8323,363,5948,9285,1
21015,20220323150936800,PP22032800019,320,8323,363,5948,9288,1
21016,20220323150936900,PP22032800019,320,8305,358,6052,9289,1
21017,20220323150936900,PP22032800019,320,8305,358,6052,9288,1
21018,20220323150937200,PP22032800019,319,8325,359,6018,9290,1
21019,20220323150937200,PP22032800019,319,8325,359,6018,9300,1
21020,20220323150937400,PP22032800019,320,8284,360,6022,9301,1
21021,20220323150937400,PP22032800019,320,8284,360,6022,9300,1
21022,20220323150937600,PP22032800019,319,8308,361,5981,9303,1
21023,20220323150937600,PP22032800019,319,8308,361,5981,9317,1
21024,20220323150937900,PP22032800019,319,8323,360,5996,9319,1
21025,20220323150937900,PP22032800019,319,8323,360,5996,9320,1
21026,20220323150938100,PP22032800019,320,8295,359,5982,9324,1
21027,20220323150938100,PP22032800019,320,8295,359,5982,9333,1
21028,20220323150938200,PP22032800019,308,7934,363,5948,9335,1
21029,20220323150938200,PP22032800019,308,7934,363,5948,9330,1
21030,20220323150938500,PP22032800019,319,8326,357,6104,9327,1
21031,20220323150938500,PP22032800019,319,8326,357,6104,9328,1
21032,20220323150938700,PP22032800019,319,8345,358,6097,9329,1
21033,20220323150938700,PP22032800019,319,8345,358,6097,9319,1
21034,20220323150939000,PP22032800019,321,8293,357,6079,9310,1
21035,20220323150939000,PP22032800019,321,8293,357,6079,9308,1
21036,20220323150939100,PP22032800019,321,8285,357,6089,9305,1
21037,20220323150939100,PP22032800019,321,8285,357,6089,9300,1
21038,20220323150939300,PP22032800019,320,8318,357,6091,9295,1
21039,20220323150939300,PP22032800019,320,8318,357,6091,9296,1
21040,20220323150939600,PP22032800019,308,7934,362,5948,9290,1
21041,20220323150939600,PP22032800019,308,7934,362,5948,9285,1
21042,20220323150939800,PP22032800019,320,8328,359,6055,9286,1
21043,20220323150939800,PP22032800019,320,8328,359,6055,9279,1
21044,20220323150940000,PP22032800019,320,8296,358,6031,9276,1
21045,20220323150940000,PP22032800019,320,8296,358,6031,9275,1
21046,20220323150940200,PP22032800019,321,8276,359,5992,9270,1
21047,20220323150940200,PP22032800019,321,8276,359,5992,9270,1
21048,20220323150940400,PP22032800019,320,8281,357,6115,9271,1
21049,20220323150940400,PP22032800019,320,8281,357,6115,9276,1
21050,20220323150940600,PP22032800019,319,8330,361,5994,9280,1
21051,20220323150940600,PP22032800019,319,8330,361,5994,9299,1
21052,20220323150940900,PP22032800019,321,8234,359,6014,9300,1
21053,20220323150940900,PP22032800019,321,8234,359,6014,9321,1
21054,20220323150941100,PP22032800019,320,8313,361,6040,9327,1
21055,20220323150941100,PP22032800019,320,8313,361,6040,9270,1
21056,20220323150941200,PP22032800019,308,7946,362,5983,9270,1
21057,20220323150941200,PP22032800019,308,7946,362,5983,9270,1
21058,20220323150941500,PP22032800019,320,8292,363,5948,9270,1
21059,20220323150941500,PP22032800019,320,8292,363,5948,9270,1
21060,20220323150941700,PP22032800019,320,8316,358,6073,9270,1
21061,20220323150941700,PP22032800019,320,8316,358,6073,9270,1
21062,20220323150942000,PP22032800019,320,8290,362,5991,9270,1
21063,20220323150942000,PP22032800019,320,8290,362,5991,9270,1
21064,20220323150942100,PP22032800019,319,8316,366,5948,9270,1
21065,20220323150942100,PP22032800019,319,8316,366,5948,9275,1
21066,20220323150942300,PP22032800019,309,8292,363,6035,9285,1
21067,20220323150942300,PP22032800019,309,8292,363,6035,9288,1
21068,20220323150942600,PP22032800019,320,8324,364,5948,9289,1
21069,20220323150942600,PP22032800019,320,8324,364,5948,9288,1
21070,20220323150942800,PP22032800019,319,8330,364,5948,9290,1
21071,20220323150942800,PP22032800019,319,8330,364,5948,9300,1
21072,20220323150943000,PP22032800019,320,8321,359,6061,9301,1
21073,20220323150943000,PP22032800019,320,8321,359,6061,9300,1
21074,20220323150943300,PP22032800019,308,7934,360,6040,9303,1
21075,20220323150943300,PP22032800019,308,7934,360,6040,9317,1
21076,20220323150943400,PP22032800019,321,8295,359,6054,9319,1
21077,20220323150943400,PP22032800019,321,8295,359,6054,9320,1
21078,20220323150943600,PP22032800019,320,8299,358,6041,9324,1
21079,20220323150943600,PP22032800019,320,8299,358,6041,9333,1
21080,20220323150943900,PP22032800019,320,8307,362,5995,9335,1
21081,20220323150943900,PP22032800019,320,8307,362,5995,9330,1
21082,20220323150944100,PP22032800019,320,8301,358,6108,9327,1
21083,20220323150944100,PP22032800019,320,8301,358,6108,9328,1
21084,20220323150944400,PP22032800019,321,8281,357,6122,9329,1
21085,20220323150944400,PP22032800019,321,8281,357,6122,9319,1
21086,20220323150944500,PP22032800019,320,8302,361,5997,9310,1
21087,20220323150944500,PP22032800019,320,8302,361,5997,9308,1
21088,20220323150944700,PP22032800019,321,8278,364,5948,9305,1
21089,20220323150944700,PP22032800019,321,8278,364,5948,9300,1
21090,20220323150945000,PP22032800019,321,8250,362,5979,9295,1
21091,20220323150945000,PP22032800019,321,8250,362,5979,9296,1
21092,20220323150945200,PP22032800019,320,8299,361,5996,9290,1
21093,20220323150945200,PP22032800019,320,8299,361,5996,9285,1
21094,20220323150945400,PP22032800019,321,8295,360,6064,9286,1
21095,20220323150945400,PP22032800019,321,8295,360,6064,9279,1
21096,20220323150945600,PP22032800019,321,8270,362,5948,9276,1
21097,20220323150945600,PP22032800019,321,8270,362,5948,9275,1
21098,20220323150945800,PP22032800019,319,8319,359,6077,9270,1
21099,20220323150945800,PP22032800019,319,8319,359,6077,9270,1
21100,20220323150946000,PP22032800019,321,8267,364,5948,9271,1
21101,20220323150946000,PP22032800019,321,8267,364,5948,9276,1
21102,20220323150946300,PP22032800019,320,8294,359,6041,9280,1
21103,20220323150946300,PP22032800019,320,8294,359,6041,9299,1
21104,20220323150946500,PP22032800019,308,7934,360,6065,9300,1
21105,20220323150946500,PP22032800019,308,7934,360,6065,9321,1
21106,20220323150946600,PP22032800019,309,7934,361,5970,9327,1
21107,20220323150946600,PP22032800019,309,7934,361,5970,9270,1
21108,20220323150946900,PP22032800019,321,8278,361,5974,9270,1
21109,20220323150946900,PP22032800019,321,8278,361,5974,9270,1
21110,20220323150947100,PP22032800019,308,7934,361,6024,9270,1
21111,20220323150947100,PP22032800019,308,7934,361,6024,9270,1
21112,20220323150947400,PP22032800019,319,8360,357,6114,9270,1
21113,20220323150947400,PP22032800019,319,8360,357,6114,9275,1
21114,20220323150947500,PP22032800019,320,8282,359,5966,9285,1
21115,20220323150947500,PP22032800019,320,8282,359,5966,9288,1
21116,20220323150947700,PP22032800019,320,8326,358,6048,9289,1
21117,20220323150947700,PP22032800019,320,8326,358,6048,9288,1
21118,20220323150948000,PP22032800019,321,8279,358,6069,9290,1
21119,20220323150948000,PP22032800019,321,8279,358,6069,9300,1
21120,20220323150948200,PP22032800019,308,7934,362,5979,9301,1
21121,20220323150948200,PP22032800019,308,7934,362,5979,9300,1
21122,20220323150948400,PP22032800019,320,8315,358,5983,9303,1
21123,20220323150948400,PP22032800019,320,8315,358,5983,9317,1
21124,20220323150948600,PP22032800019,320,8340,360,6010,9319,1
21125,20220323150948600,PP22032800019,320,8340,360,6010,9320,1
21126,20220323150948800,PP22032800019,321,8280,363,6034,9324,1
21127,20220323150948800,PP22032800019,321,8280,363,6034,9333,1
21128,20220323150949000,PP22032800019,308,7934,362,5961,9335,1
21129,20220323150949000,PP22032800019,308,7934,362,5961,9330,1
21130,20220323150949300,PP22032800019,320,8316,359,6020,9327,1
21131,20220323150949300,PP22032800019,320,8316,359,6020,9328,1
21132,20220323150949500,PP22032800019,308,7934,363,5948,9329,1
21133,20220323150949500,PP22032800019,308,7934,363,5948,9319,1
21134,20220323150949600,PP22032800019,309,7934,363,5948,9310,1
21135,20220323150949600,PP22032800019,309,7934,363,5948,9308,1
21136,20220323150949900,PP22032800019,320,8303,357,6127,9305,1
21137,20220323150949900,PP22032800019,320,8303,357,6127,9300,1
21138,20220323150950100,PP22032800019,309,8267,362,5969,9295,1
21139,20220323150950100,PP22032800019,309,8267,362,5969,9296,1
21140,20220323150950400,PP22032800019,320,8312,363,5948,9290,1
21141,20220323150950400,PP22032800019,320,8312,363,5948,9285,1
21142,20220323150950600,PP22032800019,320,8279,362,5961,9286,1
21143,20220323150950600,PP22032800019,320,8279,362,5961,9279,1
21144,20220323150950800,PP22032800019,320,8298,359,6031,9276,1
21145,20220323150950800,PP22032800019,320,8298,359,6031,9275,1
21146,20220323150951000,PP22032800019,320,8333,358,6086,9270,1
21147,20220323150951000,PP22032800019,320,8333,358,6086,9270,1
21148,20220323150951200,PP22032800019,320,8302,360,6027,9271,1
21149,20220323150951200,PP22032800019,320,8302,360,6027,9276,1
21150,20220323150951400,PP22032800019,320,8313,359,6017,9280,1
21151,20220323150951400,PP22032800019,320,8313,359,6017,9299,1
21152,20220323150951700,PP22032800019,319,8332,359,6013,9300,1
21153,20220323150951700,PP22032800019,319,8332,359,6013,9321,1
21154,20220323150951800,PP22032800019,308,8313,364,5975,9327,1
21155,20220323150951800,PP22032800019,308,8313,364,5975,9270,1
21156,20220323150952000,PP22032800019,320,8313,361,5976,9270,1
21157,20220323150952000,PP22032800019,320,8313,361,5976,9270,1
21158,20220323150952300,PP22032800019,319,8320,359,6070,9270,1
21159,20220323150952300,PP22032800019,319,8320,359,6070,9270,1
21160,20220323150952500,PP22032800019,319,8364,360,5985,9270,1
21161,20220323150952500,PP22032800019,319,8364,360,5985,9275,1
21162,20220323150952800,PP22032800019,309,8044,363,5948,9285,1
21163,20220323150952800,PP22032800019,309,8044,363,5948,9288,1
21164,20220323150952900,PP22032800019,308,8302,363,5948,9289,1
21165,20220323150952900,PP22032800019,308,8302,363,5948,9288,1
21166,20220323150953100,PP22032800019,320,8292,360,6075,9290,1
21167,20220323150953100,PP22032800019,320,8292,360,6075,9300,1
21168,20220323150953400,PP22032800019,319,8357,359,5987,9301,1
21169,20220323150953400,PP22032800019,319,8357,359,5987,9300,1
21170,20220323150953600,PP22032800019,320,8298,359,6095,9303,1
21171,20220323150953600,PP22032800019,320,8298,359,6095,9317,1
21172,20220323150953900,PP22032800019,320,8269,362,5960,9319,1
21173,20220323150953900,PP22032800019,320,8269,362,5960,9320,1
21174,20220323150954000,PP22032800019,320,8300,357,6005,9324,1
21175,20220323150954000,PP22032800019,320,8300,357,6005,9333,1
21176,20220323150954200,PP22032800019,309,7934,357,6043,9335,1
21177,20220323150954200,PP22032800019,309,7934,357,6043,9330,1
21178,20220323150954400,PP22032800019,320,8326,362,5949,9327,1
21179,20220323150954400,PP22032800019,320,8326,362,5949,9328,1
21180,20220323150954700,PP22032800019,320,8317,359,5963,9329,1
21181,20220323150954700,PP22032800019,320,8317,359,5963,9319,1
21182,20220323150954900,PP22032800019,321,8292,361,6054,9310,1
21183,20220323150954900,PP22032800019,321,8292,361,6054,9308,1
21184,20220323150955000,PP22032800019,320,8296,359,6003,9305,1
21185,20220323150955000,PP22032800019,320,8296,359,6003,9300,1
21186,20220323150955300,PP22032800019,321,8264,364,5948,9295,1
21187,20220323150955300,PP22032800019,321,8264,364,5948,9296,1
21188,20220323150955500,PP22032800019,320,8330,362,6001,9290,1
21189,20220323150955500,PP22032800019,320,8330,362,6001,9285,1
21190,20220323150955800,PP22032800019,320,8275,359,6000,9286,1
21191,20220323150955800,PP22032800019,320,8275,359,6000,9279,1
21192,20220323150956000,PP22032800019,320,8340,357,6002,9276,1
21193,20220323150956000,PP22032800019,320,8340,357,6002,9275,1
21194,20220323150956100,PP22032800019,320,8297,362,5948,9270,1
21195,20220323150956100,PP22032800019,320,8297,362,5948,9270,1
21196,20220323150956400,PP22032800019,320,8320,363,5948,9271,1
21197,20220323150956400,PP22032800019,320,8320,363,5948,9276,1
21198,20220323150956600,PP22032800019,320,8326,362,5948,9280,1
21199,20220323150956600,PP22032800019,320,8326,362,5948,9299,1
21200,20220323150956800,PP22032800019,319,8344,357,6114,9300,1
21201,20220323150956800,PP22032800019,319,8344,357,6114,9321,1
21202,20220323150957100,PP22032800019,320,8315,360,6035,9327,1
21203,20220323150957100,PP22032800019,320,8315,360,6035,9270,1
21204,20220323150957200,PP22032800019,320,8337,363,5970,9270,1
21205,20220323150957200,PP22032800019,320,8337,363,5970,9270,1
21206,20220323150957400,PP22032800019,308,7934,361,5962,9270,1
21207,20220323150957400,PP22032800019,308,7934,361,5962,9270,1
21208,20220323150957700,PP22032800019,308,7951,360,5958,9270,1
21209,20220323150957700,PP22032800019,308,7951,360,5958,9275,1
21210,20220323150957900,PP22032800019,320,8309,361,6019,9285,1
21211,20220323150957900,PP22032800019,320,8309,361,6019,9288,1
21212,20220323150958200,PP22032800019,320,8339,359,6050,9289,1
21213,20220323150958200,PP22032800019,320,8339,359,6050,9288,1
21214,20220323150958300,PP22032800019,320,8327,360,5970,9290,1
21215,20220323150958300,PP22032800019,320,8327,360,5970,9300,1
21216,20220323150958500,PP22032800019,320,8310,358,6027,9301,1
21217,20220323150958500,PP22032800019,320,8310,358,6027,9300,1
21218,20220323150958800,PP22032800019,320,8308,357,6073,9303,1
21219,20220323150958800,PP22032800019,320,8308,357,6073,9317,1
21220,20220323150959000,PP22032800019,308,7957,361,5948,9319,1
21221,20220323150959000,PP22032800019,308,7957,361,5948,9320,1
21222,20220323150959100,PP22032800019,319,8331,359,6025,9324,1
21223,20220323150959100,PP22032800019,319,8331,359,6025,9333,1
21224,20220323150959400,PP22032800019,320,8278,364,5948,9335,1
21225,20220323150959400,PP22032800019,320,8278,364,5948,9330,1
21226,20220323150959600,PP22032800019,319,8381,363,5948,9327,1
21227,20220323150959600,PP22032800019,319,8381,363,5948,9328,1
21228,20220323150959800,PP22032800019,321,8284,361,6007,9329,1
21229,20220323150959800,PP22032800019,321,8284,361,6007,9319,1
21230,20220323151000100,PP22032800019,319,8321,358,6054,9310,1
21231,20220323151000100,PP22032800019,319,8321,358,6054,9308,1
21232,20220323151000200,PP22032800019,308,7934,359,5997,9305,1
21233,20220323151000200,PP22032800019,308,7934,359,5997,9300,1
21234,20220323151000400,PP22032800019,320,8316,360,6009,9295,1
21235,20220323151000400,PP22032800019,320,8316,360,6009,9296,1
21236,20220323151000700,PP22032800019,321,8277,359,6036,9290,1
21237,20220323151000700,PP22032800019,321,8277,359,6036,9285,1
21238,20220323151000900,PP22032800019,308,7934,358,6084,9286,1
21239,20220323151000900,PP22032800019,308,7934,358,6084,9279,1
21240,20220323151001200,PP22032800019,321,8295,359,5988,9276,1
21241,20220323151001200,PP22032800019,321,8295,359,5988,9275,1
21242,20220323151001400,PP22032800019,320,8338,361,6002,9270,1
21243,20220323151001400,PP22032800019,320,8338,361,6002,9270,1
21244,20220323151001500,PP22032800019,320,8345,361,6018,9271,1
21245,20220323151001500,PP22032800019,320,8345,361,6018,9276,1
21246,20220323151001800,PP22032800019,308,7934,358,6090,9280,1
21247,20220323151001800,PP22032800019,308,7934,358,6090,9299,1
21248,20220323151002000,PP22032800019,308,7934,361,5980,9300,1
21249,20220323151002000,PP22032800019,308,7934,361,5980,9321,1
21250,20220323151002200,PP22032800019,308,7946,359,6084,9327,1
21251,20220323151002200,PP22032800019,308,7946,359,6084,9270,1
21252,20220323151002500,PP22032800019,320,8318,359,6000,9270,1
21253,20220323151002500,PP22032800019,320,8318,359,6000,9270,1
21254,20220323151002600,PP22032800019,320,8275,360,5987,9270,1
21255,20220323151002600,PP22032800019,320,8275,360,5987,9270,1
21256,20220323151002800,PP22032800019,320,8323,358,6099,9270,1
21257,20220323151002800,PP22032800019,320,8323,358,6099,9270,1
21258,20220323151003100,PP22032800019,321,8302,357,6051,9270,1
21259,20220323151003100,PP22032800019,321,8302,357,6051,9270,1
21260,20220323151003300,PP22032800019,320,8295,357,6104,9270,1
21261,20220323151003300,PP22032800019,320,8295,357,6104,9270,1
21262,20220323151003400,PP22032800019,320,8288,364,5971,9270,1
21263,20220323151003400,PP22032800019,320,8288,364,5971,9270,1
21264,20220323151003700,PP22032800019,320,8300,360,6059,9270,1
21265,20220323151003700,PP22032800019,320,8300,360,6059,9270,1
21266,20220323151003900,PP22032800019,320,8274,359,6000,9270,1
21267,20220323151003900,PP22032800019,320,8274,359,6000,9270,1
21268,20220323151004200,PP22032800019,320,8306,363,5948,9270,1
21269,20220323151004200,PP22032800019,320,8306,363,5948,9270,1
21270,20220323151004400,PP22032800019,320,8301,362,5955,9270,1
21271,20220323151004400,PP22032800019,320,8301,362,5955,9270,1
21272,20220323151004600,PP22032800019,319,8325,360,6036,9270,1
21273,20220323151004600,PP22032800019,319,8325,360,6036,9270,1
21274,20220323151004800,PP22032800019,320,8322,360,6097,9270,1
21275,20220323151004800,PP22032800019,320,8322,360,6097,9270,1
21276,20220323151005000,PP22032800019,309,7934,362,5991,9270,1
21277,20220323151005000,PP22032800019,309,7934,362,5991,9270,1
21278,20220323151005200,PP22032800019,319,8351,358,6039,9270,1
21279,20220323151005200,PP22032800019,319,8351,358,6039,9270,1
21280,20220323151005500,PP22032800019,320,8276,362,5994,9270,1
21281,20220323151005500,PP22032800019,320,8276,362,5994,9270,1
21282,20220323151005700,PP22032800019,308,7934,365,5948,9270,1
21283,20220323151005700,PP22032800019,308,7934,365,5948,9270,1
21284,20220323151005800,PP22032800019,308,7934,365,5961,9270,1
21285,20220323151005800,PP22032800019,308,7934,365,5961,9270,1
21286,20220323151006100,PP22032800019,321,8253,361,6001,9270,1
21287,20220323151006100,PP22032800019,321,8253,361,6001,9270,1
21288,20220323151006300,PP22032800019,320,8305,360,6022,9270,1
21289,20220323151006300,PP22032800019,320,8305,360,6022,9270,1
21290,20220323151006600,PP22032800019,320,8299,360,5991,9270,1
21291,20220323151006600,PP22032800019,320,8299,360,5991,9270,1
21292,20220323151006800,PP22032800019,320,8326,363,5948,9270,1
21293,20220323151006800,PP22032800019,320,8326,363,5948,9270,1
21294,20220323151006900,PP22032800019,308,7934,362,5948,9270,1
21295,20220323151006900,PP22032800019,308,7934,362,5948,9270,1
21296,20220323151007200,PP22032800019,320,8311,362,6064,9270,1
21297,20220323151007200,PP22032800019,320,8311,362,6064,9270,1
21298,20220323151007400,PP22032800019,320,8314,357,6050,9270,1
21299,20220323151007400,PP22032800019,320,8314,357,6050,9270,1
21300,20220323151007600,PP22032800019,320,8298,360,6003,9270,1
21301,20220323151007600,PP22032800019,320,8298,360,6003,9270,1
21302,20220323151007900,PP22032800019,321,8259,361,6029,9270,1
21303,20220323151007900,PP22032800019,321,8259,361,6029,9270,1
21304,20220323151008000,PP22032800019,309,7934,360,6094,9270,1
21305,20220323151008000,PP22032800019,309,7934,360,6094,9270,1
21306,20220323151008200,PP22032800019,308,8378,358,6136,9270,1
21307,20220323151008200,PP22032800019,308,8378,358,6136,9270,1
21308,20220323151008500,PP22032800019,321,8286,361,6042,9270,1
21309,20220323151008500,PP22032800019,321,8286,361,6042,9270,1
21310,20220323151008700,PP22032800019,319,8350,362,5948,9270,1
21311,20220323151008700,PP22032800019,319,8350,362,5948,9270,1
21312,20220323151008800,PP22032800019,320,8317,362,5957,9270,1
21313,20220323151008800,PP22032800019,320,8317,362,5957,9270,1
21314,20220323151009100,PP22032800019,319,8340,361,5991,9270,1
21315,20220323151009100,PP22032800019,319,8340,361,5991,9270,1
21316,20220323151009300,PP22032800019,321,8288,361,5948,9270,1
21317,20220323151009300,PP22032800019,321,8288,361,5948,9270,1
21318,20220323151009600,PP22032800019,320,8294,361,6004,9270,1
21319,20220323151009600,PP22032800019,320,8294,361,6004,9270,1
21320,20220323151009800,PP22032800019,320,8307,357,6140,9275,1
21321,20220323151009800,PP22032800019,320,8307,357,6140,9285,1
21322,20220323151010000,PP22032800019,321,8289,361,6020,9288,1
21323,20220323151010000,PP22032800019,321,8289,361,6020,9289,1
21324,20220323151010200,PP22032800019,308,7934,361,5948,9288,1
21325,20220323151010200,PP22032800019,308,7934,361,5948,9290,1
21326,20220323151010400,PP22032800019,308,7934,360,5981,9300,1
21327,20220323151010400,PP22032800019,308,7934,360,5981,9301,1
21328,20220323151010600,PP22032800019,320,8320,362,5952,9300,1
21329,20220323151010600,PP22032800019,320,8320,362,5952,9303,1
21330,20220323151010900,PP22032800019,320,8324,361,6024,9317,1
21331,20220323151010900,PP22032800019,320,8324,361,6024,9319,1
21332,20220323151011100,PP22032800019,320,8299,362,5948,9320,1
21333,20220323151011100,PP22032800019,320,8299,362,5948,9324,1
21334,20220323151011200,PP22032800019,308,7934,361,6024,9333,1
21335,20220323151011200,PP22032800019,308,7934,361,6024,9335,1
21336,20220323151011500,PP22032800019,320,8314,360,6003,9330,1
21337,20220323151011500,PP22032800019,320,8314,360,6003,9327,1
21338,20220323151011700,PP22032800019,320,8329,363,5948,9328,1
21339,20220323151011700,PP22032800019,320,8329,363,5948,9329,1
21340,20220323151012000,PP22032800019,309,7934,362,5977,9319,1
21341,20220323151012000,PP22032800019,309,7934,362,5977,9310,1
21342,20220323151012100,PP22032800019,321,8265,360,6066,9308,1
21343,20220323151012100,PP22032800019,321,8265,360,6066,9305,1
21344,20220323151012300,PP22032800019,320,8317,359,5982,9300,1
21345,20220323151012300,PP22032800019,320,8317,359,5982,9295,1
21346,20220323151012600,PP22032800019,308,7942,357,6119,9296,1
21347,20220323151012600,PP22032800019,308,7942,357,6119,9290,1
21348,20220323151012800,PP22032800019,320,8321,357,6117,9285,1
21349,20220323151012800,PP22032800019,320,8321,357,6117,9286,1
21350,20220323151013000,PP22032800019,320,8280,360,5981,9279,1
21351,20220323151013000,PP22032800019,320,8280,360,5981,9276,1
21352,20220323151013300,PP22032800019,321,8276,361,5998,9275,1
21353,20220323151013300,PP22032800019,321,8276,361,5998,9270,1
21354,20220323151013400,PP22032800019,319,8313,362,5948,9270,1
21355,20220323151013400,PP22032800019,319,8313,362,5948,9271,1
21356,20220323151013600,PP22032800019,320,8333,361,5957,9276,1
21357,20220323151013600,PP22032800019,320,8333,361,5957,9280,1
21358,20220323151013900,PP22032800019,320,8327,361,5980,9299,1
21359,20220323151013900,PP22032800019,320,8327,361,5980,9300,1
21360,20220323151014100,PP22032800019,320,8298,360,6043,9321,1
21361,20220323151014100,PP22032800019,320,8298,360,6043,9327,1
21362,20220323151014200,PP22032800019,320,8344,361,5966,9270,1
21363,20220323151014200,PP22032800019,320,8344,361,5966,9270,1
21364,20220323151014500,PP22032800019,320,8318,360,6042,9270,1
21365,20220323151014500,PP22032800019,320,8318,360,6042,9270,1
21366,20220323151014700,PP22032800019,319,8318,358,6032,9270,1
21367,20220323151014700,PP22032800019,319,8318,358,6032,9270,1
21368,20220323151015000,PP22032800019,308,7934,359,6039,9275,1
21369,20220323151015000,PP22032800019,308,7934,359,6039,9285,1
21370,20220323151015200,PP22032800019,320,8291,360,6024,9288,1
21371,20220323151015200,PP22032800019,320,8291,360,6024,9289,1
21372,20220323151015300,PP22032800019,320,8303,361,6047,9288,1
21373,20220323151015300,PP22032800019,320,8303,361,6047,9290,1
21374,20220323151015600,PP22032800019,320,8339,360,6013,9300,1
21375,20220323151015600,PP22032800019,320,8339,360,6013,9301,1
21376,20220323151015800,PP22032800019,321,8277,361,6022,9300,1
21377,20220323151015800,PP22032800019,321,8277,361,6022,9303,1
21378,20220323151016000,PP22032800019,319,8328,360,6024,9317,1
21379,20220323151016000,PP22032800019,319,8328,360,6024,9319,1
21380,20220323151016300,PP22032800019,320,8300,357,6034,9320,1
21381,20220323151016300,PP22032800019,320,8300,357,6034,9324,1
21382,20220323151016400,PP22032800019,319,8331,364,5948,9333,1
21383,20220323151016400,PP22032800019,319,8331,364,5948,9335,1
21384,20220323151016600,PP22032800019,308,7945,358,6105,9330,1
21385,20220323151016600,PP22032800019,308,7945,358,6105,9327,1
21386,20220323151016900,PP22032800019,309,7934,358,6055,9328,1
21387,20220323151016900,PP22032800019,309,7934,358,6055,9329,1
21388,20220323151017100,PP22032800019,320,8331,359,6017,9319,1
21389,20220323151017100,PP22032800019,320,8331,359,6017,9310,1
21390,20220323151017400,PP22032800019,321,8307,362,5982,9308,1
21391,20220323151017400,PP22032800019,321,8307,362,5982,9305,1
21392,20220323151017500,PP22032800019,321,8271,358,6059,9300,1
21393,20220323151017500,PP22032800019,321,8271,358,6059,9295,1
21394,20220323151017700,PP22032800019,320,8335,363,6028,9296,1
21395,20220323151017700,PP22032800019,320,8335,363,6028,9290,1
21396,20220323151018000,PP22032800019,321,8287,363,5948,9285,1
21397,20220323151018000,PP22032800019,321,8287,363,5948,9286,1
21398,20220323151018200,PP22032800019,320,8346,359,6077,9279,1
21399,20220323151018200,PP22032800019,320,8346,359,6077,9276,1
21400,20220323151018400,PP22032800019,308,7934,365,5948,9275,1
21401,20220323151018400,PP22032800019,308,7934,365,5948,9270,1
21402,20220323151018600,PP22032800019,308,7934,360,6035,9270,1
