,WK_DT,PIPE_NO,DV_R,DA_R,AV_R,AA_R,PM_R,FIN_JGMT
46190,20220325172212200,PP22032300005,320,8292,360,6037,9319,1
46191,20220325172212200,PP22032300005,320,8292,360,6037,9310,1
46192,20220325172212400,PP22032300005,308,7944,358,6103,9308,1
46193,20220325172212400,PP22032300005,308,7944,358,6103,9305,1
46194,20220325172212700,PP22032300005,321,8291,362,5998,9300,1
46195,20220325172212700,PP22032300005,321,8291,362,5998,9295,1
46196,20220325172212900,PP22032300005,320,8310,360,6032,9296,1
46197,20220325172212900,PP22032300005,320,8310,360,6032,9290,1
46198,20220325172213100,PP22032300005,320,8299,361,6002,9285,1
46199,20220325172213100,PP22032300005,320,8299,361,6002,9286,1
46200,20220325172213400,PP22032300005,320,8295,360,5989,9279,1
46201,20220325172213400,PP22032300005,320,8295,360,5989,9276,1
46202,20220325172213600,PP22032300005,320,8333,360,5964,9275,1
46203,20220325172213600,PP22032300005,320,8333,360,5964,9270,1
46204,20220325172213800,PP22032300005,320,8273,361,6057,9270,1
46205,20220325172213800,PP22032300005,320,8273,361,6057,9271,1
46206,20220325172214100,PP22032300005,319,8309,361,5979,9276,1
46207,20220325172214100,PP22032300005,319,8309,361,5979,9280,1
46208,20220325172214300,PP22032300005,320,8312,360,5962,9299,1
46209,20220325172214300,PP22032300005,320,8312,360,5962,9300,1
46210,20220325172214600,PP22032300005,320,8317,357,6062,9321,1
46211,20220325172214600,PP22032300005,320,8317,357,6062,9327,1
46212,20220325172214800,PP22032300005,320,8318,357,6151,9270,1
46213,20220325172214800,PP22032300005,320,8318,357,6151,9270,1
46214,20220325172215000,PP22032300005,308,7934,357,6070,9270,1
46215,20220325172215000,PP22032300005,308,7934,357,6070,9270,1
46216,20220325172215300,PP22032300005,321,8287,360,6043,9270,1
46217,20220325172215300,PP22032300005,321,8287,360,6043,9270,1
46218,20220325172215500,PP22032300005,321,8325,361,5969,9270,1
46219,20220325172215500,PP22032300005,321,8325,361,5969,9270,1
46220,20220325172215800,PP22032300005,321,8269,358,6056,9270,1
46221,20220325172215800,PP22032300005,321,8269,358,6056,9270,1
46222,20220325172216000,PP22032300005,320,8273,360,6051,9270,1
46223,20220325172216000,PP22032300005,320,8273,360,6051,9270,1
46224,20220325172216200,PP22032300005,320,8321,362,5968,9270,1
46225,20220325172216200,PP22032300005,320,8321,362,5968,9270,1
46226,20220325172216400,PP22032300005,320,8302,363,5997,9270,1
46227,20220325172216400,PP22032300005,320,8302,363,5997,9270,1
46228,20220325172216600,PP22032300005,310,7934,357,6108,9270,1
46229,20220325172216600,PP22032300005,310,7934,357,6108,9270,1
46230,20220325172216800,PP22032300005,308,8300,358,6071,9270,1
46231,20220325172216800,PP22032300005,308,8300,358,6071,9270,1
46232,20220325172217100,PP22032300005,320,8312,358,6052,9275,1
46233,20220325172217100,PP22032300005,320,8312,358,6052,9285,1
46234,20220325172217300,PP22032300005,308,7934,360,6018,9288,1
46235,20220325172217300,PP22032300005,308,7934,360,6018,9289,1
46236,20220325172217600,PP22032300005,308,7934,359,5995,9288,1
46237,20220325172217600,PP22032300005,308,7934,359,5995,9290,1
46238,20220325172217800,PP22032300005,320,8290,364,5961,9300,1
46239,20220325172217800,PP22032300005,320,8290,364,5961,9301,1
46240,20220325172218100,PP22032300005,321,8306,358,6083,9300,1
46241,20220325172218100,PP22032300005,321,8306,358,6083,9303,1
46242,20220325172218300,PP22032300005,321,8276,357,6078,9317,1
46243,20220325172218300,PP22032300005,321,8276,357,6078,9319,1
46244,20220325172218500,PP22032300005,320,8288,360,6028,9320,1
46245,20220325172218500,PP22032300005,320,8288,360,6028,9324,1
46246,20220325172218800,PP22032300005,320,8308,362,5978,9333,1
46247,20220325172218800,PP22032300005,320,8308,362,5978,9335,1
46248,20220325172219000,PP22032300005,308,7934,360,6034,9330,1
46249,20220325172219000,PP22032300005,308,7934,360,6034,9327,1
46250,20220325172219200,PP22032300005,308,7934,361,5967,9328,1
46251,20220325172219200,PP22032300005,308,7934,361,5967,9329,1
46252,20220325172219500,PP22032300005,320,8297,360,6025,9319,1
46253,20220325172219500,PP22032300005,320,8297,360,6025,9310,1
46254,20220325172219700,PP22032300005,320,8305,360,5987,9308,1
46255,20220325172219700,PP22032300005,320,8305,360,5987,9305,1
46256,20220325172220000,PP22032300005,308,7934,359,5996,9300,1
46257,20220325172220000,PP22032300005,308,7934,359,5996,9295,1
46258,20220325172220200,PP22032300005,319,8335,360,6017,9296,1
46259,20220325172220200,PP22032300005,319,8335,360,6017,9290,1
46260,20220325172220500,PP22032300005,320,8312,361,6004,9285,1
46261,20220325172220500,PP22032300005,320,8312,361,6004,9286,1
46262,20220325172220700,PP22032300005,318,8300,357,6016,9279,1
46263,20220325172220700,PP22032300005,318,8300,357,6016,9276,1
46264,20220325172220900,PP22032300005,320,8303,362,5948,9275,1
46265,20220325172220900,PP22032300005,320,8303,362,5948,9270,1
46266,20220325172221200,PP22032300005,309,7934,360,6027,9270,1
46267,20220325172221200,PP22032300005,309,7934,360,6027,9271,1
46268,20220325172221300,PP22032300005,319,8331,357,6087,9276,1
46269,20220325172221300,PP22032300005,319,8331,357,6087,9280,1
46270,20220325172221500,PP22032300005,319,8315,360,6017,9299,1
46271,20220325172221500,PP22032300005,319,8315,360,6017,9300,1
46272,20220325172221800,PP22032300005,320,8312,357,6102,9321,1
46273,20220325172221800,PP22032300005,320,8312,357,6102,9327,1
46274,20220325172222000,PP22032300005,320,8320,362,6021,9270,1
46275,20220325172222000,PP22032300005,320,8320,362,6021,9270,1
46276,20220325172222200,PP22032300005,321,8291,362,5961,9270,1
46277,20220325172222200,PP22032300005,321,8291,362,5961,9270,1
46278,20220325172222500,PP22032300005,309,7934,359,6058,9270,1
46279,20220325172222500,PP22032300005,309,7934,359,6058,9270,1
46280,20220325172222700,PP22032300005,321,8340,362,5948,9275,1
46281,20220325172222700,PP22032300005,321,8340,362,5948,9285,1
46282,20220325172223000,PP22032300005,320,8313,364,5948,9288,1
46283,20220325172223000,PP22032300005,320,8313,364,5948,9289,1
46284,20220325172223200,PP22032300005,308,7934,360,6026,9288,1
46285,20220325172223200,PP22032300005,308,7934,360,6026,9290,1
46286,20220325172223400,PP22032300005,320,8331,358,6064,9300,1
46287,20220325172223400,PP22032300005,320,8331,358,6064,9301,1
46288,20220325172223700,PP22032300005,320,8291,358,6130,9300,1
46289,20220325172223700,PP22032300005,320,8291,358,6130,9303,1
46290,20220325172223900,PP22032300005,320,8317,360,6054,9317,1
46291,20220325172223900,PP22032300005,320,8317,360,6054,9319,1
46292,20220325172224200,PP22032300005,320,8304,364,5948,9320,1
46293,20220325172224200,PP22032300005,320,8304,364,5948,9324,1
46294,20220325172224400,PP22032300005,308,7940,361,5993,9333,1
46295,20220325172224400,PP22032300005,308,7940,361,5993,9335,1
46296,20220325172224600,PP22032300005,320,8348,357,6089,9330,1
46297,20220325172224600,PP22032300005,320,8348,357,6089,9327,1
46298,20220325172224900,PP22032300005,320,8316,359,6067,9328,1
46299,20220325172224900,PP22032300005,320,8316,359,6067,9329,1
46300,20220325172225100,PP22032300005,308,7934,362,5948,9319,1
46301,20220325172225100,PP22032300005,308,7934,362,5948,9310,1
46302,20220325172225400,PP22032300005,319,8343,362,5949,9308,1
46303,20220325172225400,PP22032300005,319,8343,362,5949,9305,1
46304,20220325172225600,PP22032300005,320,8286,362,6051,9300,1
46305,20220325172225600,PP22032300005,320,8286,362,6051,9295,1
46306,20220325172225800,PP22032300005,319,8322,360,6002,9296,1
46307,20220325172225800,PP22032300005,319,8322,360,6002,9290,1
46308,20220325172226100,PP22032300005,308,7934,360,6048,9285,1
46309,20220325172226100,PP22032300005,308,7934,360,6048,9286,1
46310,20220325172226300,PP22032300005,319,8354,361,5948,9279,1
46311,20220325172226300,PP22032300005,319,8354,361,5948,9276,1
46312,20220325172226600,PP22032300005,320,8306,360,6126,9275,1
46313,20220325172226600,PP22032300005,320,8306,360,6126,9270,1
46314,20220325172226800,PP22032300005,319,8343,361,5982,9270,1
46315,20220325172226800,PP22032300005,319,8343,361,5982,9271,1
46316,20220325172226900,PP22032300005,319,8342,360,6000,9276,1
46317,20220325172226900,PP22032300005,319,8342,360,6000,9280,1
46318,20220325172227200,PP22032300005,320,8295,362,5948,9299,1
46319,20220325172227200,PP22032300005,320,8295,362,5948,9300,1
46320,20220325172227400,PP22032300005,320,8320,360,5992,9321,1
46321,20220325172227400,PP22032300005,320,8320,360,5992,9327,1
46322,20220325172227600,PP22032300005,308,7934,362,6000,9270,1
46323,20220325172227600,PP22032300005,308,7934,362,6000,9270,1
46324,20220325172227900,PP22032300005,309,7934,362,5955,9270,1
46325,20220325172227900,PP22032300005,309,7934,362,5955,9270,1
46326,20220325172228100,PP22032300005,320,8317,358,6055,9270,1
46327,20220325172228100,PP22032300005,320,8317,358,6055,9270,1
46328,20220325172228400,PP22032300005,321,8236,359,6011,9275,1
46329,20220325172228400,PP22032300005,321,8236,359,6011,9285,1
46330,20220325172228600,PP22032300005,320,8324,359,6069,9288,1
46331,20220325172228600,PP22032300005,320,8324,359,6069,9289,1
46332,20220325172228800,PP22032300005,319,8348,357,6073,9288,1
46333,20220325172228800,PP22032300005,319,8348,357,6073,9290,1
46334,20220325172229100,PP22032300005,320,8312,361,5984,9300,1
46335,20220325172229100,PP22032300005,320,8312,361,5984,9301,1
46336,20220325172229300,PP22032300005,320,8304,360,6022,9300,1
46337,20220325172229300,PP22032300005,320,8304,360,6022,9303,1
46338,20220325172229600,PP22032300005,320,8332,361,5978,9317,1
46339,20220325172229600,PP22032300005,320,8332,361,5978,9319,1
46340,20220325172229800,PP22032300005,308,7934,362,5986,9320,1
46341,20220325172229800,PP22032300005,308,7934,362,5986,9324,1
46342,20220325172230000,PP22032300005,308,7946,359,6060,9333,1
46343,20220325172230000,PP22032300005,308,7946,359,6060,9335,1
46344,20220325172230300,PP22032300005,309,8256,362,5988,9330,1
46345,20220325172230300,PP22032300005,309,8256,362,5988,9327,1
46346,20220325172230500,PP22032300005,320,8327,360,6042,9328,1
46347,20220325172230500,PP22032300005,320,8327,360,6042,9329,1
46348,20220325172230800,PP22032300005,320,8299,362,5948,9319,1
46349,20220325172230800,PP22032300005,320,8299,362,5948,9310,1
46350,20220325172231000,PP22032300005,320,8315,359,6043,9308,1
46351,20220325172231000,PP22032300005,320,8315,359,6043,9305,1
46352,20220325172231300,PP22032300005,319,8356,363,5985,9300,1
46353,20220325172231300,PP22032300005,319,8356,363,5985,9295,1
46354,20220325172231500,PP22032300005,320,8302,358,6014,9296,1
46355,20220325172231500,PP22032300005,320,8302,358,6014,9290,1
46356,20220325172231700,PP22032300005,308,7940,360,6062,9285,1
46357,20220325172231700,PP22032300005,308,7940,360,6062,9286,1
46358,20220325172232000,PP22032300005,320,8291,362,5999,9279,1
46359,20220325172232000,PP22032300005,320,8291,362,5999,9276,1
46360,20220325172232100,PP22032300005,319,8348,360,6051,9275,1
46361,20220325172232100,PP22032300005,319,8348,360,6051,9270,1
46362,20220325172232300,PP22032300005,320,8264,362,5974,9270,1
46363,20220325172232300,PP22032300005,320,8264,362,5974,9271,1
46364,20220325172232600,PP22032300005,320,8302,360,6048,9276,1
46365,20220325172232600,PP22032300005,320,8302,360,6048,9280,1
46366,20220325172232800,PP22032300005,320,8307,357,6072,9299,1
46367,20220325172232800,PP22032300005,320,8307,357,6072,9300,1
46368,20220325172233000,PP22032300005,320,8316,364,5952,9321,1
46369,20220325172233000,PP22032300005,320,8316,364,5952,9327,1
46370,20220325172233300,PP22032300005,320,8311,360,6069,9270,1
46371,20220325172233300,PP22032300005,320,8311,360,6069,9270,1
46372,20220325172233500,PP22032300005,320,8291,357,6087,9270,1
46373,20220325172233500,PP22032300005,320,8291,357,6087,9270,1
46374,20220325172233800,PP22032300005,320,8336,358,6031,9270,1
46375,20220325172233800,PP22032300005,320,8336,358,6031,9270,1
46376,20220325172234000,PP22032300005,320,8337,362,6001,9275,1
46377,20220325172234000,PP22032300005,320,8337,362,6001,9285,1
46378,20220325172234200,PP22032300005,319,8329,359,6084,9288,1
46379,20220325172234200,PP22032300005,319,8329,359,6084,9289,1
46380,20220325172234500,PP22032300005,308,7958,361,5992,9288,1
46381,20220325172234500,PP22032300005,308,7958,361,5992,9290,1
46382,20220325172234700,PP22032300005,319,8334,358,6060,9300,1
46383,20220325172234700,PP22032300005,319,8334,358,6060,9301,1
46384,20220325172235000,PP22032300005,320,8275,362,5948,9300,1
46385,20220325172235000,PP22032300005,320,8275,362,5948,9303,1
46386,20220325172235200,PP22032300005,320,8325,361,5999,9317,1
46387,20220325172235200,PP22032300005,320,8325,361,5999,9319,1
46388,20220325172235500,PP22032300005,320,8303,358,6098,9320,1
46389,20220325172235500,PP22032300005,320,8303,358,6098,9324,1
46390,20220325172235700,PP22032300005,320,8310,360,6030,9333,1
46391,20220325172235700,PP22032300005,320,8310,360,6030,9335,1
46392,20220325172235900,PP22032300005,320,8304,364,5948,9330,1
46393,20220325172235900,PP22032300005,320,8304,364,5948,9327,1
46394,20220325172236200,PP22032300005,320,8315,361,5995,9328,1
46395,20220325172236200,PP22032300005,320,8315,361,5995,9329,1
46396,20220325172236400,PP22032300005,320,8311,362,5958,9319,1
46397,20220325172236400,PP22032300005,320,8311,362,5958,9310,1
46398,20220325172236600,PP22032300005,320,8314,358,6044,9308,1
46399,20220325172236600,PP22032300005,320,8314,358,6044,9305,1
46400,20220325172236900,PP22032300005,321,8286,360,5989,9300,1
46401,20220325172236900,PP22032300005,321,8286,360,5989,9295,1
46402,20220325172237100,PP22032300005,320,8334,360,6012,9296,1
46403,20220325172237100,PP22032300005,320,8334,360,6012,9290,1
46404,20220325172237400,PP22032300005,320,8311,364,5969,9285,1
46405,20220325172237400,PP22032300005,320,8311,364,5969,9286,1
46406,20220325172237600,PP22032300005,321,8268,362,5977,9279,1
46407,20220325172237600,PP22032300005,321,8268,362,5977,9276,1
46408,20220325172237800,PP22032300005,320,8328,362,6062,9275,1
46409,20220325172237800,PP22032300005,320,8328,362,6062,9270,1
46410,20220325172238100,PP22032300005,320,8333,363,5979,9270,1
46411,20220325172238100,PP22032300005,320,8333,363,5979,9271,1
46412,20220325172238200,PP22032300005,320,8287,359,6113,9276,1
46413,20220325172238200,PP22032300005,320,8287,359,6113,9280,1
46414,20220325172238400,PP22032300005,320,8324,357,6134,9299,1
46415,20220325172238400,PP22032300005,320,8324,357,6134,9300,1
46416,20220325172238700,PP22032300005,320,8329,360,6025,9321,1
46417,20220325172238700,PP22032300005,320,8329,360,6025,9327,1
46418,20220325172238900,PP22032300005,321,8279,357,6108,9270,1
46419,20220325172238900,PP22032300005,321,8279,357,6108,9270,1
46420,20220325172239200,PP22032300005,320,8324,359,6137,9270,1
46421,20220325172239200,PP22032300005,320,8324,359,6137,9270,1
46422,20220325172239400,PP22032300005,320,8282,361,5997,9270,1
46423,20220325172239400,PP22032300005,320,8282,361,5997,9270,1
46424,20220325172239600,PP22032300005,320,8300,363,6004,9270,1
46425,20220325172239600,PP22032300005,320,8300,363,6004,9270,1
46426,20220325172239900,PP22032300005,320,8334,362,5948,9270,1
46427,20220325172239900,PP22032300005,320,8334,362,5948,9270,1
46428,20220325172240100,PP22032300005,320,8325,360,5991,9270,1
46429,20220325172240100,PP22032300005,320,8325,360,5991,9270,1
46430,20220325172240400,PP22032300005,320,8316,362,5970,9270,1
46431,20220325172240400,PP22032300005,320,8316,362,5970,9270,1
46432,20220325172240600,PP22032300005,320,8304,365,5948,9270,1
46433,20220325172240600,PP22032300005,320,8304,365,5948,9270,1
46434,20220325172240800,PP22032300005,321,8303,361,6018,9270,1
46435,20220325172240800,PP22032300005,321,8303,361,6018,9275,1
46436,20220325172241100,PP22032300005,320,8275,360,6034,9285,1
46437,20220325172241100,PP22032300005,320,8275,360,6034,9288,1
46438,20220325172241300,PP22032300005,319,8329,358,6083,9289,1
46439,20220325172241300,PP22032300005,319,8329,358,6083,9288,1
46440,20220325172241600,PP22032300005,320,8297,361,6041,9290,1
46441,20220325172241600,PP22032300005,320,8297,361,6041,9300,1
46442,20220325172241800,PP22032300005,319,8333,358,6043,9301,1
46443,20220325172241800,PP22032300005,319,8333,358,6043,9300,1
46444,20220325172242000,PP22032300005,309,7934,366,5948,9303,1
46445,20220325172242000,PP22032300005,309,7934,366,5948,9317,1
46446,20220325172242300,PP22032300005,308,7934,360,6004,9319,1
46447,20220325172242300,PP22032300005,308,7934,360,6004,9320,1
46448,20220325172242500,PP22032300005,308,7934,362,5983,9324,1
46449,20220325172242500,PP22032300005,308,7934,362,5983,9333,1
46450,20220325172242800,PP22032300005,320,8337,358,6055,9335,1
46451,20220325172242800,PP22032300005,320,8337,358,6055,9330,1
46452,20220325172243000,PP22032300005,319,8341,358,6022,9327,1
46453,20220325172243000,PP22032300005,319,8341,358,6022,9328,1
46454,20220325172243300,PP22032300005,308,7934,358,6076,9329,1
46455,20220325172243300,PP22032300005,308,7934,358,6076,9319,1
46456,20220325172243500,PP22032300005,321,8300,361,6022,9310,1
46457,20220325172243500,PP22032300005,321,8300,361,6022,9308,1
46458,20220325172243600,PP22032300005,320,8295,362,5974,9305,1
46459,20220325172243600,PP22032300005,320,8295,362,5974,9300,1
46460,20220325172243800,PP22032300005,320,8323,360,6004,9295,1
46461,20220325172243800,PP22032300005,320,8323,360,6004,9296,1
46462,20220325172244100,PP22032300005,320,8300,360,5990,9290,1
46463,20220325172244100,PP22032300005,320,8300,360,5990,9285,1
46464,20220325172244300,PP22032300005,320,8327,361,6026,9286,1
46465,20220325172244300,PP22032300005,320,8327,361,6026,9279,1
46466,20220325172244600,PP22032300005,320,8318,364,5948,9276,1
46467,20220325172244600,PP22032300005,320,8318,364,5948,9275,1
46468,20220325172244800,PP22032300005,320,8299,359,6096,9270,1
46469,20220325172244800,PP22032300005,320,8299,359,6096,9270,1
46470,20220325172245000,PP22032300005,320,8320,357,6165,9271,1
46471,20220325172245000,PP22032300005,320,8320,357,6165,9276,1
46472,20220325172245300,PP22032300005,319,8362,358,6085,9280,1
46473,20220325172245300,PP22032300005,319,8362,358,6085,9299,1
46474,20220325172245500,PP22032300005,308,7939,364,5948,9300,1
46475,20220325172245500,PP22032300005,308,7939,364,5948,9321,1
46476,20220325172245800,PP22032300005,308,7991,358,6043,9327,1
46477,20220325172245800,PP22032300005,308,7991,358,6043,9270,1
46478,20220325172246000,PP22032300005,320,8281,359,6023,9270,1
46479,20220325172246000,PP22032300005,320,8281,359,6023,9270,1
46480,20220325172246300,PP22032300005,320,8321,362,5967,9270,1
46481,20220325172246300,PP22032300005,320,8321,362,5967,9270,1
46482,20220325172246500,PP22032300005,320,8301,358,6054,9270,1
46483,20220325172246500,PP22032300005,320,8301,358,6054,9275,1
46484,20220325172246700,PP22032300005,321,8260,358,6025,9285,1
46485,20220325172246700,PP22032300005,321,8260,358,6025,9288,1
46486,20220325172247000,PP22032300005,308,7957,358,6082,9289,1
46487,20220325172247000,PP22032300005,308,7957,358,6082,9288,1
46488,20220325172247200,PP22032300005,319,8345,359,5988,9290,1
46489,20220325172247200,PP22032300005,319,8345,359,5988,9300,1
46490,20220325172247400,PP22032300005,321,8242,361,5974,9301,1
46491,20220325172247400,PP22032300005,321,8242,361,5974,9300,1
46492,20220325172247700,PP22032300005,321,8289,360,6055,9303,1
46493,20220325172247700,PP22032300005,321,8289,360,6055,9317,1
46494,20220325172247900,PP22032300005,319,8342,361,5994,9319,1
46495,20220325172247900,PP22032300005,319,8342,361,5994,9320,1
46496,20220325172248200,PP22032300005,320,8301,360,6000,9324,1
46497,20220325172248200,PP22032300005,320,8301,360,6000,9333,1
46498,20220325172248300,PP22032300005,321,8283,360,6027,9335,1
46499,20220325172248300,PP22032300005,321,8283,360,6027,9330,1
46500,20220325172248600,PP22032300005,319,8313,365,5948,9327,1
46501,20220325172248600,PP22032300005,319,8313,365,5948,9328,1
46502,20220325172248800,PP22032300005,319,8335,358,6156,9329,1
46503,20220325172248800,PP22032300005,319,8335,358,6156,9319,1
46504,20220325172249000,PP22032300005,321,8292,363,5963,9310,1
46505,20220325172249000,PP22032300005,321,8292,363,5963,9308,1
46506,20220325172249300,PP22032300005,308,7934,358,6053,9305,1
46507,20220325172249300,PP22032300005,308,7934,358,6053,9300,1
46508,20220325172249500,PP22032300005,308,7934,360,6010,9295,1
46509,20220325172249500,PP22032300005,308,7934,360,6010,9296,1
46510,20220325172249700,PP22032300005,321,8326,360,6084,9290,1
46511,20220325172249700,PP22032300005,321,8326,360,6084,9285,1
46512,20220325172250000,PP22032300005,319,8334,360,6037,9286,1
46513,20220325172250000,PP22032300005,319,8334,360,6037,9279,1
46514,20220325172250200,PP22032300005,320,8341,359,6003,9276,1
46515,20220325172250200,PP22032300005,320,8341,359,6003,9275,1
46516,20220325172250400,PP22032300005,321,8281,359,6071,9270,1
46517,20220325172250400,PP22032300005,321,8281,359,6071,9270,1
46518,20220325172250700,PP22032300005,320,8301,359,5979,9271,1
46519,20220325172250700,PP22032300005,320,8301,359,5979,9276,1
46520,20220325172250900,PP22032300005,320,8320,357,6056,9280,1
46521,20220325172250900,PP22032300005,320,8320,357,6056,9299,1
46522,20220325172251200,PP22032300005,321,8301,358,6047,9300,1
46523,20220325172251200,PP22032300005,321,8301,358,6047,9321,1
46524,20220325172251400,PP22032300005,320,8355,360,6029,9327,1
46525,20220325172251400,PP22032300005,320,8355,360,6029,9270,1
46526,20220325172251700,PP22032300005,321,8272,362,6004,9270,1
46527,20220325172251700,PP22032300005,321,8272,362,6004,9270,1
46528,20220325172251900,PP22032300005,320,8304,360,6018,9270,1
46529,20220325172251900,PP22032300005,320,8304,360,6018,9270,1
46530,20220325172252100,PP22032300005,321,8264,360,6034,9270,1
46531,20220325172252100,PP22032300005,321,8264,360,6034,9275,1
46532,20220325172252400,PP22032300005,308,7934,362,5971,9285,1
46533,20220325172252400,PP22032300005,308,7934,362,5971,9288,1
46534,20220325172252600,PP22032300005,321,8276,364,5963,9289,1
46535,20220325172252600,PP22032300005,321,8276,364,5963,9288,1
46536,20220325172252800,PP22032300005,320,8328,363,5972,9290,1
46537,20220325172252800,PP22032300005,320,8328,363,5972,9300,1
46538,20220325172253100,PP22032300005,319,8345,357,6169,9301,1
46539,20220325172253100,PP22032300005,319,8345,357,6169,9300,1
46540,20220325172253300,PP22032300005,308,8250,359,5993,9303,1
46541,20220325172253300,PP22032300005,308,8250,359,5993,9317,1
46542,20220325172253600,PP22032300005,321,8269,360,5998,9319,1
46543,20220325172253600,PP22032300005,321,8269,360,5998,9320,1
46544,20220325172253800,PP22032300005,320,8322,358,6107,9324,1
46545,20220325172253800,PP22032300005,320,8322,358,6107,9333,1
46546,20220325172254000,PP22032300005,320,8270,358,6048,9335,1
46547,20220325172254000,PP22032300005,320,8270,358,6048,9330,1
46548,20220325172254300,PP22032300005,321,8297,360,6030,9327,1
46549,20220325172254300,PP22032300005,321,8297,360,6030,9328,1
46550,20220325172254500,PP22032300005,320,8332,362,5948,9329,1
46551,20220325172254500,PP22032300005,320,8332,362,5948,9319,1
46552,20220325172254800,PP22032300005,320,8336,363,5963,9310,1
46553,20220325172254800,PP22032300005,320,8336,363,5963,9308,1
46554,20220325172255000,PP22032300005,308,7941,359,6002,9305,1
46555,20220325172255000,PP22032300005,308,7941,359,6002,9300,1
46556,20220325172255100,PP22032300005,320,8310,363,5948,9295,1
46557,20220325172255100,PP22032300005,320,8310,363,5948,9296,1
46558,20220325172255400,PP22032300005,320,8311,359,6044,9290,1
46559,20220325172255400,PP22032300005,320,8311,359,6044,9285,1
46560,20220325172255600,PP22032300005,320,8290,361,5995,9286,1
46561,20220325172255600,PP22032300005,320,8290,361,5995,9279,1
46562,20220325172255900,PP22032300005,320,8324,359,6001,9276,1
46563,20220325172255900,PP22032300005,320,8324,359,6001,9275,1
46564,20220325172256100,PP22032300005,308,7946,361,5974,9270,1
46565,20220325172256100,PP22032300005,308,7946,361,5974,9270,1
46566,20220325172256300,PP22032300005,308,7934,359,6005,9271,1
46567,20220325172256300,PP22032300005,308,7934,359,6005,9276,1
46568,20220325172256600,PP22032300005,320,8277,363,5975,9280,1
46569,20220325172256600,PP22032300005,320,8277,363,5975,9299,1
46570,20220325172256800,PP22032300005,320,8292,357,5994,9300,1
46571,20220325172256800,PP22032300005,320,8292,357,5994,9321,1
46572,20220325172257000,PP22032300005,320,8335,358,6088,9327,1
46573,20220325172257000,PP22032300005,320,8335,358,6088,9270,1
46574,20220325172257300,PP22032300005,320,8318,360,5976,9270,1
46575,20220325172257300,PP22032300005,320,8318,360,5976,9270,1
46576,20220325172257500,PP22032300005,320,8355,362,5976,9270,1
46577,20220325172257500,PP22032300005,320,8355,362,5976,9270,1
46578,20220325172257800,PP22032300005,320,8303,361,5965,9270,1
46579,20220325172257800,PP22032300005,320,8303,361,5965,9275,1
46580,20220325172258000,PP22032300005,320,8295,361,5948,9285,1
46581,20220325172258000,PP22032300005,320,8295,361,5948,9288,1
46582,20220325172258200,PP22032300005,309,7934,364,5948,9289,1
46583,20220325172258200,PP22032300005,309,7934,364,5948,9288,1
46584,20220325172258500,PP22032300005,309,7934,358,6048,9290,1
46585,20220325172258500,PP22032300005,309,7934,358,6048,9300,1
46586,20220325172258700,PP22032300005,319,8339,359,6025,9301,1
46587,20220325172258700,PP22032300005,319,8339,359,6025,9300,1
46588,20220325172259000,PP22032300005,321,8289,360,5955,9303,1
46589,20220325172259000,PP22032300005,321,8289,360,5955,9317,1
46590,20220325172259200,PP22032300005,308,8129,362,5948,9319,1
46591,20220325172259200,PP22032300005,308,8129,362,5948,9320,1
46592,20220325172259500,PP22032300005,320,8288,364,5989,9324,1
46593,20220325172259500,PP22032300005,320,8288,364,5989,9333,1
46594,20220325172259700,PP22032300005,321,8272,363,5985,9335,1
46595,20220325172259700,PP22032300005,321,8272,363,5985,9330,1
46596,20220325172259900,PP22032300005,319,8323,360,5998,9327,1
46597,20220325172259900,PP22032300005,319,8323,360,5998,9328,1
46598,20220325172300200,PP22032300005,321,8254,361,5998,9329,1
46599,20220325172300200,PP22032300005,321,8254,361,5998,9319,1
46600,20220325172300400,PP22032300005,320,8331,360,6034,9310,1
46601,20220325172300400,PP22032300005,320,8331,360,6034,9308,1
46602,20220325172300700,PP22032300005,320,8328,361,6023,9305,1
46603,20220325172300700,PP22032300005,320,8328,361,6023,9300,1
46604,20220325172300900,PP22032300005,320,8303,360,6016,9295,1
46605,20220325172300900,PP22032300005,320,8303,360,6016,9296,1
46606,20220325172301000,PP22032300005,320,8275,360,6009,9290,1
46607,20220325172301000,PP22032300005,320,8275,360,6009,9285,1
46608,20220325172301300,PP22032300005,308,7934,357,6078,9286,1
46609,20220325172301300,PP22032300005,308,7934,357,6078,9279,1
46610,20220325172301500,PP22032300005,320,8310,359,5993,9276,1
46611,20220325172301500,PP22032300005,320,8310,359,5993,9275,1
46612,20220325172301700,PP22032300005,320,8334,358,6026,9270,1
46613,20220325172301700,PP22032300005,320,8334,358,6026,9270,1
46614,20220325172302000,PP22032300005,308,7934,361,6016,9271,1
46615,20220325172302000,PP22032300005,308,7934,361,6016,9276,1
46616,20220325172302200,PP22032300005,320,8329,357,6016,9280,1
46617,20220325172302200,PP22032300005,320,8329,357,6016,9299,1
46618,20220325172302500,PP22032300005,320,8310,360,6057,9300,1
46619,20220325172302500,PP22032300005,320,8310,360,6057,9321,1
46620,20220325172302700,PP22032300005,320,8312,359,6115,9327,1
46621,20220325172302700,PP22032300005,320,8312,359,6115,9270,1
46622,20220325172302900,PP22032300005,320,8297,360,5963,9270,1
46623,20220325172302900,PP22032300005,320,8297,360,5963,9270,1
46624,20220325172303200,PP22032300005,308,7934,358,6043,9270,1
